name,description,event_site_url,time_start,time_end,is_free,location,city,latitude,longitude,image_url
Yelp Inaugural Ball 2009 -- Sorry Guest List Is Closed!,"RSVPs are now CLOSED for this event. If you've already RSVPed, confirmations will be sent out by Friday, 1/16!!...",https://www.yelp.com/events/new-york-yelp-inaugural-ball-2009-sorry-guest-list-is-closed?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2009-01-20T20:00:00-05:00,,True,90 Madison Ave,New York,40.7444166,-73.9854243,https://s3-media2.fl.yelpcdn.com/ephoto/lTHP7OkI00-sQjOON3_NTQ/o.jpg
Yelp's A Beach - Guest List Now Closed.,*** The guest list is now CLOSED for this event *** Confirmation emails will be sent out today. If you DO NOT receive your confirmation by Thursday at noon...,https://www.yelp.com/events/long-island-city-yelps-a-beach-guest-list-now-closed?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2009-08-15T17:00:00-04:00,2009-08-15T19:00:00-04:00,True,2 Borden Ave,Long Island City,40.742072,-73.9585106,https://s3-media1.fl.yelpcdn.com/ephoto/IhkKzu-FsNqEM7PzGv2UkQ/o.jpg
The Yelp Snow Ball!,**** This event is completely FULL and we are not accepting any more RSVPs. If you have not received an confirmation email from ny@yelp.com then you are not...,https://www.yelp.com/events/new-york-the-yelp-snow-ball?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2010-12-09T19:00:00-05:00,2010-12-09T21:00:00-05:00,True,68 Lexington Ave,New York,40.7411719626698,-73.983743924077,https://s3-media3.fl.yelpcdn.com/ephoto/j04iTs8qSV7fDF-QmBXgrQ/o.jpg
Yelp Drinks Week!,"** Monday, April 4th - Sunday, April 10th, 2011 **

Who's up for city-wide happy hour?!?

New Yorkers love unwinding with a cold beer, glass of wine or a...",https://www.yelp.com/events/new-york-yelp-drinks-week?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2011-04-10T12:00:00-04:00,,True,,New York,40.71424,-74.00642,https://s3-media2.fl.yelpcdn.com/ephoto/m_ATlFV969xy1y2J0WsRdg/o.jpg
Yelp's Giftacular Holiday Market,Black Friday is so blasé. We know you all have pledged to shop local (http://www.yelp.com/events/new-york-take-the-yelp-shops-local-pledge) this holiday...,https://www.yelp.com/events/new-york-yelps-giftacular-holiday-market?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2011-12-17T12:00:00-05:00,2011-12-18T18:00:00-05:00,True,82 Mercer St,New York,40.7227542794559,-74.0000331401825,https://s3-media1.fl.yelpcdn.com/ephoto/nYnfMwx2ug032Uio0BDndg/o.jpg
Yelp Drinks 2012!,"Who's up for a city-wide happy hour at some of the best bars in the five boroughs?!

Yelp is bringing you the 2nd edition of YELP DRINKS NYC, a city-wide...",https://www.yelp.com/events/new-york-yelp-drinks-2012?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2012-02-27T12:00:00-05:00,2012-03-04T23:30:00-05:00,False,,New York,40.71424,-74.00642,https://s3-media4.fl.yelpcdn.com/ephoto/-PxYcChdJ407f7ENWkH4AQ/o.jpg
Summerfest!,"***We're so sorry but due to high demand, RSVPs ARE NOW CLOSED and confirmation e-mails have been sent out. 

***If you have not received an e-mail with the...",https://www.yelp.com/events/brooklyn-summerfest?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2012-06-21T20:00:00-04:00,2012-06-22T22:00:00-04:00,True,260 Conover St,Brooklyn,40.6768460650472,-74.0193804687264,https://s3-media2.fl.yelpcdn.com/ephoto/Hun_gFR-c-rXX4jNFSDUaw/o.jpg
Jersey City: Yelp's Passport To Paulus Hook Kick Off Party!!,Jersey City is filled with high rises. Enter in Madox. Green living at it's finest. This luxury living is at your finger tips at least from 3-5 pm on...,https://www.yelp.com/events/jersey-city-jersey-city-yelps-passport-to-paulus-hook-kick-off-party?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2013-06-01T15:00:00-04:00,2013-06-01T17:00:00-04:00,True,198 Van Vorst St,Jersey City,40.7139659915286,-74.0410226583481,https://s3-media2.fl.yelpcdn.com/ephoto/kPF8mWv3O-3nSJL3y-klsQ/o.jpg
Yelp Helps Kickoff: Throwback Thursday!,"To kick off our season of Yelp Helps, we're inviting everyone out to our official kickoff party at the gorgeous Green Building! To make sure everyone can...",https://www.yelp.com/events/brooklyn-yelp-helps-kickoff-throwback-thursday?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2013-08-08T20:00:00-04:00,2013-08-08T22:00:00-04:00,False,452 Union St,Brooklyn,40.6797431837895,-73.9895328306885,https://s3-media2.fl.yelpcdn.com/ephoto/1C9gx4-eiweNq-TxqXMkqw/o.jpg
Yelp's Holiday Hangover Extravaganza!,If the most wonderful time of the year has left you depressed and missing an eye... it may be time for an intervention. Set sail along the Hudson for one...,https://www.yelp.com/events/new-york-yelps-holiday-hangover-extravaganza?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2013-01-13T18:00:00-05:00,,True,353 W St,New York,40.7288194,-74.01220490000001,https://s3-media3.fl.yelpcdn.com/ephoto/lC7GQ8CYduEE35MB5FOJEg/o.jpg
The Yelp 100 Challenge: NYC Edition!,"You read 'em, you probably write 'em and now, we're gonna use 'em to show NYC (Manhattan, Queens, Brooklyn, etc.) is the Yelpingest City in the...",https://www.yelp.com/events/new-york-the-yelp-100-challenge-nyc-edition?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2013-03-03T00:00:00-05:00,2013-05-01T23:30:00-04:00,True,,New York,40.71424,-74.00642,https://s3-media1.fl.yelpcdn.com/ephoto/UKlRuFPxaEH8o784G9Eskg/o.jpg
Yelp Drinks 2013!,"It's baaaack...

Who's up for a week-long happy hour at some of the best bars in the five boroughs?!

Yelp is bringing you the 3rd edition of YELP DRINKS...",https://www.yelp.com/events/new-york-yelp-drinks-2013?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2013-02-18T12:00:00-05:00,2013-02-24T23:30:00-05:00,False,,New York,40.71424,-74.00642,https://s3-media2.fl.yelpcdn.com/ephoto/56Y__3lMsc_i1bwc9ML92A/o.jpg
